"respondent","sex","birth_year","city_size","employment","workplace","profession","addtl_income","education","hh_size","adults_hh","country_direction","country_change","economic_situation","political_situation","economy_change","next_election","future_vote","attitude_Kopacz","hh_finances","future_finances","politics_interest","political_views","past_election","past_vote","religious_participation","marital_status","monthly_income","DATE","weight","married","ed_level","urban_rural","mean_income","future_vote_agg","past_vote_agg","policies_improve_economic","Satisfied_democracy","Attitude_Americans","Attitude_English","Attitude_Austrians","Attitude_French","Attitude_Greeks","Attitude_Spaniards","Attitude_Japanese","Attitude_Germans","Attitude_Russians","Attitude_Swiss","Relations_Germany","Relations_Russia","Residence","Length_residence","LD","survey_month","after_shock","Nov_Dec_issue","new_Nov","new_Jan","treatment","gov_intervene","proposal_support","FXloan","repayFXloan","loan_type1","loan_type2","loan_type3","loan_type4","loan_EUR","loan_CHF","loan_USD","loan_currency1","loan_currency2","loan_currency3","loan_currency4","know_FXborrower","parliament_election","parliament_vote","province","monthly_incPC","parliament_vote_agg","chfd_r","chfd_e","new_Oct15","month","monthyear","monthyear2","past.vote","vote.intent","turnout.intent","know_FXborrower_original","incumbent.intent","past.turnout","past.incumbent","incumbent.defector","employed","treat","immigration.outofcontrol","immigration.crime","immigration.takejobs","immigration.uneasy","immigration.disease","immigration.loyalty","immigration.worse","immigration.loyalty2","immigration.culture"
"7798",2394,2,1987,3,1,3,10,3,11,3,2,1,1,3,7,2,NA,NA,2,3,4,3,3,1,7,4,2,51,2015-10-19,0.713324647820364,1,4,2,2600,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Kukiz’15","Opolskie","From PLN 1,000 to 1,399",3,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","Yes","No","Yes","Yes","Yes","TRUE","cntrl",2,4,6,6,6,4,6,4,4
"7799",2396,2,1949,1,4,NA,12,3,4,5,4,7,3,3,3,7,NA,NA,2.5,3,3,4,1,2,NA,2,4,11,2015-10-20,0.991750437709557,0,2,1,500,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Not sure/don’t know","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Dolnoslaskie","Up to PLN 649",1,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","No","No","No","No","No","FALSE","Hungary",1,NA,4,6,6,NA,3,NA,4
"7800",2400,2,1984,1,1,1,2,3,11,2,1,2,7,4,7,7,NA,NA,2.5,5,3,4,4,7,NA,2,2,41,2015-10-20,1.2536149962808,1,4,1,2250,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Dolnoslaskie","From PLN 1,000 to 1,399",NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"Yes",NA,NA,"No",NA,"TRUE","cntrl",2,3,2,5,NA,3,2,2,3
"7801",2406,2,1987,4,1,3,5,3,8,1,1,2,4,3,4,4,NA,NA,3,5,3,4,4,2,NA,4,1,21,2015-10-20,0.748333978314594,0,2,2,1200,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Kukiz’15","Lódzkie","From PLN 1,000 to 1,399",3,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","Yes","No","No","No","No","TRUE","history",4,1,1,2,2,NA,3,1,5
"7802",2408,2,1964,4,4,NA,16,3,4,3,2,2,4,3,3,3,NA,NA,2.5,3,3,5,4,2,NA,3,2,0,2015-10-20,0.813756488657265,1,2,2,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Lódzkie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No","No","No","FALSE","history",2,2,2,2,1,1,3,1,5
"7803",2409,1,1979,1,1,3,2,3,10,4,2,2,3,5,3,4,NA,NA,4,4,3,3,5,1,1,2,2,51,2015-10-21,0.955934473990969,1,4,1,2600,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Slaskie","From PLN 1,400 to 1,999",1,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","Yes","No","Yes","No","No","TRUE","info",4,NA,5,5,5,2,2,2,4
"7804",2413,2,1973,4,4,NA,15,3,11,4,2,7,3,3,2,2,NA,NA,4,3,3,3,6,1,1,2,2,NA,2015-10-20,0.967688142721477,1,4,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Slaskie",NA,1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","FALSE","Hungary",2,4,3,3,4,1,2,2,3
"7805",2415,2,1985,4,4,NA,15,3,6,3,2,7,7,3,4,4,NA,NA,2.5,3,3,3,4,1,1,2,2,0,2015-10-21,0.999987379960638,1,3,2,0,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Slaskie","Don’t know",NA,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS",NA,NA,"No",NA,"Yes","No",NA,"FALSE","history",2,2,2,5,2,2,2,2,5
"7806",2465,1,1989,1,1,3,1,2,9,2,2,2,2,4,2,2,NA,NA,4,4,4,3,97,2,NA,5,1,51,2015-10-21,0.820228683231521,0,4,1,2600,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly not take part in it",NA,"Podkarpackie","From PLN 1,400 to 1,999",NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","Yes","No","No","No","No","TRUE","info",2,4,4,4,4,3,4,3,4
"7807",2467,2,1981,1,1,3,4,3,8,3,2,7,3,4,3,3,NA,NA,2,5,3,3,97,7,NA,4,2,31,2015-10-20,0.91429467165058,1,2,1,1650,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","po","Zachodniopomorskie","From PLN 1,000 to 1,399",2,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","Yes","Yes",NA,"No","No","TRUE","info",3,NA,3,3,2,2,2,2,4
"7808",2468,1,1982,1,1,2,4,3,11,3,2,2,4,7,4,7,NA,NA,2.5,3,4,4,97,7,NA,4,2,51,2015-10-20,1.01331614043975,1,4,1,2600,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Zachodniopomorskie","From PLN 1,000 to 1,399",NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"Yes",NA,NA,"No",NA,"TRUE","info",3,NA,NA,NA,4,2,3,2,3
"7809",2474,2,1936,2,4,NA,12,3,4,1,1,1,7,7,7,3,NA,NA,2.5,3,3,3,97,2,NA,4,4,21,2015-10-21,0.980635790078257,0,2,2,1200,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I don’t know yet whether I will participate or not",NA,"Wielkopolskie","From PLN 1,000 to 1,399",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"Don’t know/not sure",NA,"No","No",NA,"FALSE","history",3,2,2,NA,1,2,2,2,2
"7810",2481,2,1945,5,4,NA,13,3,6,1,1,2,3,3,3,3,NA,NA,2.5,3,4,3,1,1,1,2,4,21,2015-10-19,0.791520781276154,0,3,3,1200,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Slaskie","From PLN 1,000 to 1,399",1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","FALSE","history",6,2,5,NA,1,2,2,4,4
"7811",2486,1,1961,2,4,NA,13,3,11,2,2,1,2,2,3,3,NA,NA,2,5,3,3,4,1,10,4,2,51,2015-10-21,1.67829638591527,1,4,2,2600,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","po","Warminsko-mazurskie","2,000 PLN and more",2,0,1,1,"Oct",Oct 2015,2015-10-01,"other","PORP","Yes","Yes","Yes","Yes","No","No","FALSE","cntrl",2,NA,2,5,5,2,4,1,5
"7812",2512,1,1962,1,4,NA,12,3,4,5,5,7,3,3,3,3,NA,NA,3,4,3,3,6,2,NA,2,2,21,2015-10-21,1.14430577067991,1,2,1,1200,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Malopolskie","Don’t know",1,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","No","No","No","No","No","FALSE","history",5,4,3,3,2,2,NA,NA,5
"7813",2513,2,1945,1,4,NA,13,3,2,5,4,2,2,4,2,2,NA,NA,3,3,3,3,97,1,97,2,4,21,2015-10-21,1.2489972378511,0,1,1,1200,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Malopolskie","Don’t know",1,0,0,1,"Oct",Oct 2015,2015-10-01,"other","PiS","Yes","No","No","Yes","No","No","FALSE","info",5,3,2,2,NA,2,2,2,3
"7814",2564,1,1949,1,4,NA,12,1,8,2,2,7,3,2,4,7,NA,NA,2,5,3,3,97,1,7,5,2,51,2015-10-21,0.725681814039251,1,2,1,2600,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","po","Slaskie","2,000 PLN and more",2,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","Yes","Yes","Yes","Yes","No","FALSE","info",5,2,4,5,6,2,4,2,4
"7815",2566,1,1992,4,4,NA,14,2,4,6,6,7,2,3,2,2,NA,NA,4,3,4,4,97,7,NA,2,1,NA,2015-10-21,0.786309017321691,0,2,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Malopolskie",NA,NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,NA,"No",NA,"FALSE","Hungary",5,5,3,3,3,3,2,2,3
"7816",2591,2,1996,1,1,3,5,2,5,2,2,2,7,4,7,7,NA,NA,2.5,3,3,5,97,9,NA,3,1,7,2015-10-21,0.652440451955863,0,3,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Not sure/don’t know"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Lódzkie","Don’t know",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No",NA,NA,"TRUE","history",3,NA,NA,5,3,3,3,3,4
"7817",2595,2,1962,1,1,4,9,3,8,4,4,2,3,3,3,3,NA,NA,4,3,3,3,97,1,5,2,2,7,2015-10-21,1.04533066374717,1,2,1,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Nowoczesna Ryszarda Petru","Lódzkie","Don’t know",3,0,0,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","No","No","Yes","Yes","Yes","TRUE","cntrl",5,3,NA,NA,3,3,3,3,3
"7818",2597,2,1958,1,1,1,5,3,4,1,1,1,3,4,3,7,NA,NA,2.5,3,3,3,97,7,NA,2,4,31,2015-10-21,0.622973652047228,0,2,1,1650,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Lódzkie","From PLN 1,400 to 1,999",2,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","No","Yes",NA,"No","No","TRUE","cntrl",NA,5,NA,NA,3,3,3,3,5
"7819",2598,2,1987,1,1,1,2,3,11,2,2,1,3,4,3,3,NA,NA,4,5,3,4,6,1,1,2,2,41,2015-10-21,0.823168419483911,1,4,1,2250,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Kukiz’15","Lódzkie","From PLN 1,400 to 1,999",3,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","other","Yes","No","No","Yes","No","No","TRUE","Hungary",3,4,3,NA,3,3,3,3,3
"7820",2623,2,1962,3,1,3,2,3,11,1,1,1,5,2,5,5,NA,NA,1,5,2,2,4,1,7,2,4,7,2015-10-21,0.723698629263208,0,4,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Swietokrzyskie","Don’t know",2,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","Yes","Yes","Yes","Yes","No","TRUE","info",6,6,6,6,6,5,6,5,6
"7821",2624,1,1955,1,1,3,6,1,11,3,3,2,7,5,3,3,NA,NA,4,2,3,2,4,1,9,2,2,41,2015-10-21,0.554095990496397,1,4,1,2250,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Kujawsko-pomorskie","From PLN 1,400 to 1,999",1,0,1,1,"Oct",Oct 2015,2015-10-01,"other","PiS","Yes","Yes","No","Yes","No","No","TRUE","Hungary",3,NA,5,6,2,1,1,1,1
"7822",2625,2,1950,1,4,NA,13,3,2,1,1,1,7,2,3,3,NA,NA,2,4,3,2,6,2,NA,2,4,31,2015-10-21,0.879966575312772,0,1,1,1650,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Kujawsko-pomorskie","From PLN 1,400 to 1,999",2,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","No","Yes","No","No","No","FALSE","info",2,2,2,NA,5,2,1,5,2
"7823",2626,2,1939,1,4,NA,13,3,6,3,3,1,4,2,4,4,NA,NA,2,4,3,2,3,1,7,4,4,41,2015-10-21,0.52261693626587,0,3,1,2250,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Nowoczesna Ryszarda Petru","Kujawsko-pomorskie","Don’t know",3,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","No","No","Yes","Yes","Yes","FALSE","cntrl",NA,NA,5,NA,5,2,5,3,5
"7824",2627,1,1992,1,1,1,3,1,10,5,3,2,4,4,3,3,NA,NA,4,3,3,2,7,1,1,2,1,31,2015-10-21,0.664616107784384,0,4,1,1650,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Kujawsko-pomorskie","From PLN 1,000 to 1,399",1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","TRUE","cntrl",3,2,4,3,4,2,1,2,2
"7825",2630,2,1977,1,1,4,9,3,6,4,2,1,7,2,1,3,NA,NA,1,4,3,2,4,1,7,2,2,0,2015-10-21,1.00469540157391,1,3,1,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Kujawsko-pomorskie","Up to PLN 649",2,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","No","Yes","Yes","Yes","No","TRUE","history",5,5,5,3,5,NA,4,3,6
"7826",2631,2,1954,1,4,NA,13,3,2,2,2,1,2,3,2,2,NA,NA,4,3,3,3,6,1,1,2,2,11,2015-10-21,0.918538446173323,1,1,1,500,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Kujawsko-pomorskie","From PLN 650 to 999",1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","FALSE","cntrl",5,3,2,2,2,2,2,2,2
"7827",2634,1,1996,5,4,NA,11,3,6,6,3,2,2,3,3,2,NA,NA,3,5,3,4,5,9,NA,2,1,0,2015-10-21,0.857532111025991,0,3,3,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Podkarpackie","2,000 PLN and more",1,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","No","No","No",NA,NA,"FALSE","cntrl",5,4,5,6,6,3,5,2,5
"7828",2635,2,1955,6,1,3,10,3,9,2,2,1,7,2,7,2,NA,NA,2,4,3,2,5,1,7,2,2,41,2015-10-21,0.927385145111049,1,4,3,2250,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Nowoczesna Ryszarda Petru","Mazowieckie","2,000 PLN and more",3,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","Yes","No","Yes","Yes","Yes","TRUE","info",6,6,6,NA,6,3,3,1,6
"7829",2649,1,1950,1,4,NA,12,3,2,1,1,1,3,4,7,7,NA,NA,2,1,3,4,97,2,NA,5,1,11,2015-10-21,1.13367854659298,0,1,1,500,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Not sure/don’t know"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Wielkopolskie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"FALSE","history",5,5,5,5,2,2,2,2,2
"7830",2650,1,1955,1,4,NA,12,3,2,1,1,7,3,2,2,2,NA,NA,2.5,3,4,3,7,2,NA,4,1,11,2015-10-21,1.18337145962325,0,1,1,500,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Wielkopolskie","Up to PLN 649",1,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","No","No","No","No","No","FALSE","info",5,2,2,5,2,2,3,5,3
"7831",2652,2,1957,1,4,NA,15,2,4,1,1,2,3,4,2,7,NA,NA,2,1,2,3,7,1,97,4,4,11,2015-10-21,0.772377698249651,0,2,1,500,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Big intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Wielkopolskie","From PLN 650 to 999",1,0,0,1,"Oct",Oct 2015,2015-10-01,"other","PiS","Yes","No","No","Yes","No","No","FALSE","history",3,3,2,5,2,5,2,2,2
"7832",2654,2,1969,1,1,2,7,3,4,5,5,1,2,4,2,2,NA,NA,3,5,3,3,7,2,NA,3,2,21,2015-10-21,0.876466832068812,1,2,1,1200,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Big intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Wielkopolskie","From PLN 650 to 999",1,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","No","No","No","No","No","TRUE","history",2,5,5,5,5,2,2,2,2
"7833",2658,2,1978,1,1,3,4,3,5,3,2,1,3,2,2,2,NA,NA,2.5,5,4,5,97,7,NA,2,2,NA,2015-10-21,0.800258589904254,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Wielkopolskie",NA,NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"Yes",NA,NA,"No",NA,"TRUE","history",3,3,2,2,5,3,1,1,1
"7834",2661,2,1972,1,1,2,7,3,4,6,4,2,3,3,3,3,NA,NA,2,3,3,4,7,1,97,2,2,41,2015-10-21,0.916526441741873,1,2,1,2250,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Wielkopolskie",NA,1,0,1,1,"Oct",Oct 2015,2015-10-01,"other","PiS","Yes","Yes","No","Yes","No","No","TRUE","info",2,5,2,5,NA,3,5,2,5
"7835",2663,1,1980,1,1,3,10,3,6,4,2,2,4,5,4,4,NA,NA,2.5,3,2,3,7,1,1,2,2,31,2015-10-21,0.833976220715765,1,3,1,1650,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly not take part in it",NA,"Wielkopolskie","Up to PLN 649",NA,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS",NA,"No","Yes","No","Yes","No","No","TRUE","info",2,NA,2,5,5,NA,2,2,5
